Re,Gr,Ha,Rm,Navg,avgA
1000,9000,50,10,13.4056509664654,-0.490646479968279
10,10000,50,10,1.00800448019209,-0.492060831028903
35,10000,50,10,1.09491422485278,-0.492072081166364
60,10000,50,10,1.26611273101245,-0.492089165639305
85,10000,50,10,1.5025069583208,-0.492104819815128
125,10000,50,10,1.97148637625722,-0.492115546229587
250,10000,50,10,3.71402895197557,-0.492034319501989
375,10000,50,10,5.47225609505602,-0.491867002529557
500,10000,50,10,7.13640853183724,-0.491667561562444
550,10000,50,10,7.7818656241545,-0.491582090776479
600,10000,50,10,8.42041883624768,-0.491493405291882
700,10000,50,10,9.68523889824021,-0.491305212022548
800,10000,50,10,10.9369152854449,-0.491101070178454
900,10000,50,10,12.1675017510744,-0.490881390055767
1000,10000,50,10,13.3631640297799,-0.490649319431628
10,15000,50,10,1.00680228419033,-0.492013924114053
35,15000,50,10,1.08087031626087,-0.492028823833573
60,15000,50,10,1.2284310716188,-0.492053479722717
85,15000,50,10,1.43543439952688,-0.492079262489531
125,15000,50,10,1.85540775615874,-0.492106784509163
250,15000,50,10,3.49132810310334,-0.492052143720557
375,15000,50,10,5.21418769135889,-0.491887562450888
500,15000,50,10,6.87568729854842,-0.491686408132047
550,15000,50,10,7.52380967485895,-0.491600213867655
600,15000,50,10,8.16603112576225,-0.491510901691677
700,15000,50,10,9.43955048451911,-0.491321801387369
800,15000,50,10,10.7006103912565,-0.491117099360693
900,15000,50,10,11.9407632006043,-0.490897014121239
1000,15000,50,10,13.1459905120205,-0.490664542999736
10,20000,50,10,1.00591169850062,-0.491967936706451
35,20000,50,10,1.07034464726342,-0.491985383278265
60,20000,50,10,1.19957404378548,-0.492015728551219
85,20000,50,10,1.38266235775205,-0.492049839437177
125,20000,50,10,1.7597651288793,-0.492092939114708
250,20000,50,10,3.28539844711498,-0.492068986527603
375,20000,50,10,4.96049263730311,-0.491909782082674
500,20000,50,10,6.61155473507737,-0.491707530394344
550,20000,50,10,7.26054285185669,-0.491620638377348
600,20000,50,10,7.90516658663156,-0.491530676195312
700,20000,50,10,9.18607637209305,-0.49134054477563
800,20000,50,10,10.4561793267875,-0.491135131555696
900,20000,50,10,11.7060382358945,-0.490914492967501
1000,20000,50,10,12.9212506112075,-0.490681472658691
10,25000,50,10,1.00523154870361,-0.491922857990102
35,25000,50,10,1.06224557047206,-0.491942092148004
60,25000,50,10,1.17705008022287,-0.491976693107994
85,25000,50,10,1.34069398626324,-0.492017516897104
125,25000,50,10,1.68104562085711,-0.492074498093873
250,25000,50,10,3.09783395347575,-0.492083775074888
375,25000,50,10,4.71439303977577,-0.491932863765273
500,25000,50,10,6.3465996860355,-0.491730478298995
550,25000,50,10,6.99427513646342,-0.491643012525152
600,25000,50,10,7.63966429194623,-0.491552455904444
700,25000,50,10,8.92612405465303,-0.491361275107615
800,25000,50,10,10.2045731487193,-0.491155066667753
900,25000,50,10,11.4640715868579,-0.490933766253857
1000,25000,50,10,12.6894842889442,-0.490700082310901
10,30000,50,10,1.00469884782929,-0.491878669121138
35,30000,50,10,1.05587070923417,-0.49189916147007
60,30000,50,10,1.15914874217186,-0.491936939676609
85,30000,50,10,1.30690250638253,-0.491983118383539
125,30000,50,10,1.61605352454551,-0.492052155658356
250,30000,50,10,2.92908937859956,-0.49209573270104
375,30000,50,10,4.47865405939708,-0.491956041914384
500,30000,50,10,6.08339801909787,-0.491754767950845
550,30000,50,10,6.72730484668485,-0.491666939342643
600,30000,50,10,7.37155802658165,-0.491575911501237
700,30000,50,10,8.66111200965444,-0.491383782411753
800,30000,50,10,9.94680556117267,-0.491176772594938
900,30000,50,10,11.2155983586947,-0.490954756853468
1000,30000,50,10,12.4512588360397,-0.490720329656069
10,35000,50,10,1.00427268131878,-0.491835347572962
35,35000,50,10,1.05075355505095,-0.491856723505359
60,35000,50,10,1.14468306148486,-0.491896874145686
85,35000,50,10,1.27934590394041,-0.491947294675074
125,35000,50,10,1.56208560306554,-0.492026643997487
250,35000,50,10,2.77870158174241,-0.492104376930602
375,35000,50,10,4.25544725070597,-0.491978623506539
500,35000,50,10,5.82446106993308,-0.49177990032012
550,35000,50,10,6.46186703250284,-0.491692005403062
600,35000,50,10,7.10284092286862,-0.491600694883238
700,35000,50,10,8.39250197511315,-0.491407825159048
800,35000,50,10,9.68398270697712,-0.491200082323187
900,35000,50,10,10.9614646379174,-0.490977354813463
1000,35000,50,10,12.2072355108515,-0.490742146983639
10,40000,50,10,1.00392550782685,-0.491792869357375
35,40000,50,10,1.04657521989172,-0.491814860028128
60,40000,50,10,1.13281586907913,-0.491856776990046
85,40000,50,10,1.25659351715922,-0.491910551511256
125,40000,50,10,1.51694310636823,-0.491998628115781
250,40000,50,10,2.64556732871135,-0.492109484157254
375,40000,50,10,4.04631179709552,-0.492000012376515
500,40000,50,10,5.57206417993551,-0.491805393520068
550,40000,50,10,6.20022862307971,-0.491717780911174
600,40000,50,10,6.83552040437748,-0.491626440974246
700,40000,50,10,8.1218677588826,-0.491433130942906
800,40000,50,10,9.41720741858403,-0.491224806133695
900,40000,50,10,10.7025098870797,-0.491001429287677
1000,40000,50,10,11.9580732863401,-0.490765448500021
10,45000,50,10,1.00363821862561,-0.49175121016703
35,45000,50,10,1.04311204218149,-0.491773620142115
60,45000,50,10,1.12294701443468,-0.491816845226126
85,45000,50,10,1.23758551050157,-0.49187326490075
125,45000,50,10,1.47887896225002,-0.491968692797481
250,45000,50,10,2.52819624529875,-0.492111035877247
375,45000,50,10,3.85214026620741,-0.492019726750892
500,45000,50,10,5.32821207258143,-0.491830795046156
550,45000,50,10,5.9444000262089,-0.491743861351528
600,45000,50,10,6.57155458377075,-0.491652784570507
700,45000,50,10,7.85078992218989,-0.49145941543041
800,45000,50,10,9.14768912062227,-0.491250727729384
900,45000,50,10,10.4396412697741,-0.491026825226121
1000,45000,50,10,11.7044782223807,-0.490790128778227
10,50000,50,10,1.00339720995525,-0.491710345974182
35,50000,50,10,1.04020350180099,-0.491733031557651
60,50000,50,10,1.1146388090915,-0.49177721592667
85,50000,50,10,1.22153075114312,-0.491835716752254
125,50000,50,10,1.44651663223097,-0.491937311984687
250,50000,50,10,2.42493664851518,-0.49210916155728
375,50000,50,10,3.67324825742942,-0.492037401873537
500,50000,50,10,5.09455673033878,-0.49185569764722
550,50000,50,10,5.69625144718865,-0.491769859999233
600,50000,50,10,6.31275876408167,-0.491679377297654
700,50000,50,10,7.58081292546464,-0.491486393241963
800,50000,50,10,8.87653762238242,-0.491277626510752
900,50000,50,10,10.1737277131978,-0.491053373068254
1000,50000,50,10,11.4471595001125,-0.490816066369597
10,55000,50,10,1.00319257459062,-0.49167025334122
35,55000,50,10,1.03773201413521,-0.491693107837321
60,55000,50,10,1.10756679266584,-0.491737983946875
85,55000,50,10,1.20783232760523,-0.491798114480857
125,55000,50,10,1.4187765284168,-0.49190487789664
250,55000,50,10,2.3341229553215,-0.49210408608305
375,55000,50,10,3.50945161345294,-0.492052787517039
500,55000,50,10,4.87242798142896,-0.491879739022973
550,55000,50,10,5.45732077262203,-0.491795433255165
600,55000,50,10,6.06083234459677,-0.491705889049921
700,55000,50,10,7.31341023559423,-0.49151378827417
800,55000,50,10,8.60526173775289,-0.491305245184731
900,55000,50,10,9.90596218853521,-0.491080875323841
1000,55000,50,10,11.1869384065416,-0.490843133400117
10,60000,50,10,1.00301695467135,-0.491630909575999
35,60000,50,10,1.03560985231943,-0.491653853095541
60,60000,50,10,1.10148670756064,-0.491699214278412
85,60000,50,10,1.19603532474669,-0.491760616903735
125,60000,50,10,1.3948101339721,-0.491871705602842
250,60000,50,10,2.25417366440144,-0.492096084590259
375,60000,50,10,3.36020366095526,-0.492065733763084
500,60000,50,10,4.66268504891603,-0.491902623630741
550,60000,50,10,5.22886658221809,-0.49182027643767
600,60000,50,10,5.81723985272643,-0.491732022549901
700,60000,50,10,7.05007508085025,-0.491541330553576
800,60000,50,10,8.33474445824806,-0.491333372724047
900,60000,50,10,9.6369400517386,-0.491109150205197
1000,60000,50,10,10.9244061590455,-0.490871164391504
10,65000,50,10,1.00286478822782,-0.491592292800076
35,65000,50,10,1.03377047806711,-0.491615265118015
60,65000,50,10,1.09621202456954,-0.491660950651085
85,65000,50,10,1.18578850610083,-0.491723336575871
125,65000,50,10,1.37394780527168,-0.491838039343564
250,65000,50,10,2.18365304468693,-0.492085460803442
375,65000,50,10,3.22468632973594,-0.492076178374235
500,65000,50,10,4.4658550066967,-0.491924108024778
550,65000,50,10,5.01183825381815,-0.491844127790489
600,65000,50,10,5.58322000533233,-0.491757512677912
700,65000,50,10,6.79222756961504,-0.491568766973241
800,65000,50,10,8.06608584158644,-0.491361789287105
900,65000,50,10,9.36755189037209,-0.491138000111584
1000,65000,50,10,10.6603260524723,-0.490899999481831
10,70000,50,10,1.00273180386455,-0.491554381957263
35,70000,50,10,1.03216267449713,-0.491577337433217
60,70000,50,10,1.09159839581001,-0.491623221562994
85,70000,50,10,1.17681808234636,-0.491686357719835
125,70000,50,10,1.35565833343715,-0.491804080886838
250,70000,50,10,2.12127950860149,-0.492072512479327
375,70000,50,10,3.10192809051547,-0.492084128167687
500,70000,50,10,4.28212219163376,-0.49194400506672
550,70000,50,10,4.8068618498683,-0.491866771133469
600,70000,50,10,5.359677506296,-0.491782139215569
700,70000,50,10,6.54102191748469,-0.491595883126677
800,70000,50,10,7.80039986894825,-0.491390285631211
900,70000,50,10,9.09851988781128,-0.491167241615733
1000,70000,50,10,10.395230826433,-0.490929463682338
10,75000,50,10,1.00261467927998,-0.491517156816371
35,75000,50,10,1.03074648253181,-0.491540060733652
60,75000,50,10,1.087532736066,-0.491586044531399
85,75000,50,10,1.16890828305887,-0.491649741917534
125,75000,50,10,1.33951735648681,-0.491769983653923
250,75000,50,10,2.06593655409507,-0.492057527385556
375,75000,50,10,2.99088026671036,-0.492089643449452
500,75000,50,10,4.11135781300568,-0.491962183024838
550,75000,50,10,4.61421848596846,-0.491888040407316
600,75000,50,10,5.14732776914909,-0.491805708525927
700,75000,50,10,6.29764359529555,-0.49162247093431
800,75000,50,10,7.538795062038,-0.491418665747831
900,75000,50,10,8.83081372725347,-0.491196684948035
1000,75000,50,10,10.1297638526381,-0.490959397917329
10,80000,50,10,1.00251079205589,-0.491480597941691
35,80000,50,10,1.02949034809676,-0.491503423837467
60,80000,50,10,1.08392544703465,-0.491549429115749
85,80000,50,10,1.16188735116818,-0.491613533737996
125,80000,50,10,1.32518364217893,-0.491735868107094
250,80000,50,10,2.01665930588643,-0.492040775524891
375,80000,50,10,2.8904789965096,-0.492092823270752
500,80000,50,10,3.95321174633554,-0.491978555766832
550,80000,50,10,4.43394915049452,-0.491907807802539
600,80000,50,10,4.94658550352761,-0.49182806725037
700,80000,50,10,6.06306837223129,-0.491648351762026
800,80000,50,10,7.28244198524811,-0.491446739218609
900,80000,50,10,8.56516526886712,-0.491226165623139
1000,80000,50,10,9.86448345827098,-0.490989646413732
10,85000,50,10,1.0024180523267,-0.491444686656049
35,85000,50,10,1.02836907282268,-0.491467414363702
60,85000,50,10,1.08070479619095,-0.49151337908967
85,85000,50,10,1.15561726777807,-0.491577764914542
125,85000,50,10,1.31238062904628,-0.491701835831558
250,85000,50,10,1.97262015054828,-0.492022501867005
375,85000,50,10,2.79968604949643,-0.492093792393823
500,85000,50,10,3.80715984339284,-0.491993078108938
550,85000,50,10,4.26590497654045,-0.491925979311923
600,85000,50,10,4.75763464626523,-0.491849094468409
700,85000,50,10,5.837992559813,-0.491673383624883
800,85000,50,10,7.03226040394133,-0.491474351867151
900,85000,50,10,8.30259396143407,-0.491255507955936
1000,85000,50,10,9.6000009237542,-0.491020057765439
10,90000,50,10,1.0023347759596,-0.491409405024627
35,90000,50,10,1.02736233186005,-0.49143201919838
60,90000,50,10,1.07781279491437,-0.491477894014104
85,90000,50,10,1.14998613298055,-0.491542457455492
125,90000,50,10,1.30088279076126,-0.491667960524856
250,90000,50,10,1.93311397150807,-0.492002923471214
375,90000,50,10,2.71752497406704,-0.492092692058528
500,90000,50,10,3.67255804117167,-0.492005739338425
550,90000,50,10,4.1096942337307,-0.491942503385768
600,90000,50,10,4.58038278121715,-0.491868708871612
700,90000,50,10,5.62300641222136,-0.491697439128305
800,90000,50,10,6.78910173439589,-0.491501367058113
900,90000,50,10,8.04380941877685,-0.491284574541196
1000,90000,50,10,9.33696671945568,-0.491050482989077
10,95000,50,10,1.00225959356968,-0.491374735798741
35,95000,50,10,1.02645357315188,-0.491397224829173
60,95000,50,10,1.07520214515001,-0.491442970378832
85,95000,50,10,1.14490246474142,-0.4915076259661
125,95000,50,10,1.29050481896707,-0.491634301870295
250,95000,50,10,1.89753981450061,-0.491982235086228
375,95000,50,10,2.64308609150451,-0.49208967053175
500,95000,50,10,3.54868201142383,-0.492016557380472
550,95000,50,10,3.96480865502353,-0.491957355473073
600,95000,50,10,4.41465115588085,-0.4918868458376
700,95000,50,10,5.41848095783653,-0.491720417619759
800,95000,50,10,6.55378183417595,-0.491527658892505
900,95000,50,10,7.78963252577037,-0.491313231910732
1000,95000,50,10,9.0761109441083,-0.491080774530905
10,100000,50,10,1.0021913811152,-0.491340662399171
35,100000,50,10,1.02562920563316,-0.491363017569931
60,100000,50,10,1.07283394958452,-0.491408602441421
85,100000,50,10,1.14029088425078,-0.491473279414632
125,100000,50,10,1.28109344039927,-0.491600906491563
250,100000,50,10,1.86538389641443,-0.49196061237431
375,100000,50,10,2.57554455775328,-0.492084880902289
500,100000,50,10,3.43478709670459,-0.492025570918457
550,100000,50,10,3.83067063003987,-0.491970533043011
600,100000,50,10,4.26005956384421,-0.49190347358384
700,100000,50,10,5.22462205708267,-0.491742238549085
800,100000,50,10,6.32698726741395,-0.491553119704777
900,100000,50,10,7.54083847926866,-0.49134136213739
1000,100000,50,10,8.81785158710349,-0.491110821665434
10,100,1,25,1.061954437251,-0.540368272584991
35,100,1,25,1.49618534861034,-0.541224077284759
60,100,1,25,1.90906310971905,-0.54172359606488
85,100,1,25,2.25105358745327,-0.541954920366204
125,100,1,25,2.73981119726256,-0.541909608678601
250,100,1,25,4.06107718516916,-0.538876643105317
375,100,1,25,5.1664064849878,-0.534548895361698
500,100,1,25,6.13614895204335,-0.530754102534996
550,100,1,25,6.49776603387969,-0.529430012270674
600,100,1,25,6.84762935119687,-0.528207049396481
700,100,1,25,7.51799440290083,-0.526025487783865
800,100,1,25,8.15632804147815,-0.524133012722421
900,100,1,25,8.76804106277026,-0.522467598707733
1000,100,1,25,9.35564470484025,-0.520985367885551
10,350,1,25,1.05428217505877,-0.540321100127829
35,350,1,25,1.45829564649444,-0.541163491801873
60,350,1,25,1.86828774330118,-0.541674212901394
85,350,1,25,2.21536636282055,-0.541924621151343
125,350,1,25,2.71293039228043,-0.541917815495321
250,350,1,25,4.04888227322122,-0.538920651772764
375,350,1,25,5.159408078105,-0.534577961533911
500,350,1,25,6.13147546415224,-0.530772143941296
550,350,1,25,6.49367769392131,-0.529445000953857
600,350,1,25,6.84396409014915,-0.528219846093403
700,350,1,25,7.51498431989045,-0.526034813980823
800,350,1,25,8.15370694081098,-0.524140309582181
900,350,1,25,8.76571536926923,-0.522473375297134
1000,350,1,25,9.3535316177114,-0.520990097014216
10,600,1,25,1.048177314779,-0.540203318759251
35,600,1,25,1.42419707327739,-0.541063760307109
60,600,1,25,1.82866167351947,-0.541609111239358
85,600,1,25,2.17950240411528,-0.541886882130267
125,600,1,25,2.6855126971791,-0.541923175767714
250,600,1,25,4.03652582319616,-0.538965019936088
375,600,1,25,5.15238154275637,-0.534607072887293
500,600,1,25,6.12677955596813,-0.530790296763327
550,600,1,25,6.48953887357149,-0.529460301383405
600,600,1,25,6.84028630378113,-0.528232707882073
700,600,1,25,7.51196673825307,-0.526044180215522
800,600,1,25,8.15108106648647,-0.52414763365992
900,600,1,25,8.76338651146951,-0.522479170698652
1000,600,1,25,9.35141631416184,-0.520994839733429
10,850,1,25,1.04324269435823,-0.540037698930934
35,850,1,25,1.39374926660479,-0.540931538969359
60,850,1,25,1.79050438522068,-0.541529059853067
85,850,1,25,2.14365677041863,-0.541841696969526
125,850,1,25,2.65757550390587,-0.541925569639691
250,850,1,25,4.02402312981872,-0.539009628075967
375,850,1,25,5.14527555594428,-0.534636609491919
500,850,1,25,6.12206106553754,-0.5308085617451
550,850,1,25,6.48541730611195,-0.52947545857125
600,850,1,25,6.83663195896104,-0.528245403244461
700,850,1,25,7.50894162972011,-0.526053586610237
800,850,1,25,8.14849468295614,-0.524154755724323
900,850,1,25,8.76105448334181,-0.522484984942412
1000,850,1,25,9.34924725746805,-0.520999803196951
10,1500,1,25,1.03409710996371,-0.539477176650189
35,1500,1,25,1.32968159357761,-0.540478232144289
60,1500,1,25,1.69995286477601,-0.541258146705802
85,1500,1,25,2.05203327694445,-0.541689771033737
125,1500,1,25,2.58279680287879,-0.541916942312218
250,1500,1,25,3.99073311353835,-0.539127246365958
375,1500,1,25,5.12656257734911,-0.534714375866883
500,1500,1,25,6.1097180422939,-0.530856356259657
550,1500,1,25,6.47462253506816,-0.529515264868965
600,1500,1,25,6.82699934890874,-0.528279180276451
700,1500,1,25,7.50102486231951,-0.526078325939584
800,1500,1,25,8.14164142437466,-0.524173949400566
900,1500,1,25,8.75498589053043,-0.522500146274777
1000,1500,1,25,9.34374163848504,-0.521012192996929
10,2000,1,25,1.02937535435584,-0.538984150249383
35,2000,1,25,1.29240619145393,-0.54006221241483
60,2000,1,25,1.63984849283648,-0.540997673844946
85,2000,1,25,1.98486667635878,-0.541540227517351
125,2000,1,25,2.52364183523609,-0.541894560720774
250,2000,1,25,3.96435473294824,-0.539219168358054
375,2000,1,25,5.11194439959355,-0.534775055977607
500,2000,1,25,6.10012440424879,-0.530893594943231
550,2000,1,25,6.46620660232038,-0.529546511122681
600,2000,1,25,6.81955023496319,-0.528305340487003
700,2000,1,25,7.49487211619362,-0.526097707141764
800,2000,1,25,8.13638501232867,-0.524188643331079
900,2000,1,25,8.75029570544789,-0.522511929707001
1000,2000,1,25,9.33943681801693,-0.521022028000334
10,3000,1,25,1.02320286816844,-0.53795854795524
35,3000,1,25,1.23924657313091,-0.53915399115444
60,3000,1,25,1.54386940193131,-0.540379138551332
85,3000,1,25,1.86460599712273,-0.54116404137723
125,3000,1,25,2.40376247236497,-0.54180455237516
250,3000,1,25,3.90944800080853,-0.53940697424177
375,3000,1,25,5.08201056210433,-0.534899422374139
500,3000,1,25,6.08068586704808,-0.530969241147385
550,3000,1,25,6.44926924747783,-0.529609356647679
600,3000,1,25,6.80449631012389,-0.528358461146273
700,3000,1,25,7.48255467929503,-0.526136491342908
800,3000,1,25,8.12576957885827,-0.524218590247136
900,3000,1,25,8.74087680139706,-0.522535725083519
1000,3000,1,25,9.33090348744192,-0.521041445191526
10,4000,1,25,1.01940615751972,-0.536948861189365
35,4000,1,25,1.20419680946989,-0.538218477776496
60,4000,1,25,1.47426844396895,-0.539679617809101
85,4000,1,25,1.76654585948285,-0.540702059872362
125,4000,1,25,2.28692153481783,-0.541649711234182
250,4000,1,25,3.851544036782,-0.539599728912851
375,4000,1,25,5.05116157306821,-0.535027539952039
500,4000,1,25,6.06086048192012,-0.531046787125001
550,4000,1,25,6.43204949385503,-0.529673619648135
600,4000,1,25,6.78926747691665,-0.528412426247219
700,4000,1,25,7.47011250713559,-0.526175938069836
800,4000,1,25,8.1151201753713,-0.524248740945028
900,4000,1,25,8.73145411720244,-0.522559600308856
1000,4000,1,25,9.3223342473035,-0.521061082552351
10,5000,1,25,1.01685464747436,-0.535982269096399
35,5000,1,25,1.17975915544718,-0.537296486610383
60,5000,1,25,1.42327679660447,-0.538940508347805
85,5000,1,25,1.68941785395157,-0.540176119473227
125,5000,1,25,2.17908010899184,-0.541428780089944
250,5000,1,25,3.79050664488248,-0.539796833760601
375,5000,1,25,5.01937835601576,-0.535159365587995
500,5000,1,25,6.04070113448181,-0.531125821248344
550,5000,1,25,6.41454030520738,-0.529739332500403
600,5000,1,25,6.77385954738617,-0.528467249264271
700,5000,1,25,7.45758416278227,-0.526215812599488
800,5000,1,25,8.10439155561838,-0.524279331642444
900,5000,1,25,8.72197937044361,-0.522583779169304
1000,5000,1,25,9.31372892144904,-0.521080941101433
10,6000,1,25,1.01502334079097,-0.535064488719413
35,6000,1,25,1.16183406907969,-0.536404047810414
60,6000,1,25,1.38492932696294,-0.538187055538527
85,6000,1,25,1.629224284579,-0.53960615479769
125,6000,1,25,2.08409986657383,-0.54114568348757
250,6000,1,25,3.7262512382496,-0.53999733293365
375,6000,1,25,4.98656381106124,-0.535295428545153
500,6000,1,25,6.02013188157791,-0.531206851720875
550,6000,1,25,6.39680322701502,-0.529806048111726
600,6000,1,25,6.75823176432334,-0.528523188148992
700,6000,1,25,7.44492740504598,-0.526256362192208
800,6000,1,25,8.09362745539066,-0.524310124178751
900,6000,1,25,8.71245214645024,-0.522608263591278
1000,6000,1,25,9.30508732147366,-0.521101021867063
10,7000,1,25,1.01364126829911,-0.534194667071633
35,7000,1,25,1.148112318905,-0.535547256468513
60,7000,1,25,1.35521209568401,-0.537434498570691
85,7000,1,25,1.58182078844095,-0.539008116171722
125,7000,1,25,2.00303266744009,-0.540807832011006
250,7000,1,25,3.65873797685134,-0.540200003266669
375,7000,1,25,4.95269613133975,-0.535435683328423
500,7000,1,25,5.99920517896818,-0.531289462084498
550,7000,1,25,6.37876235604212,-0.52987427188884
600,7000,1,25,6.74241601147302,-0.528580017951848
700,7000,1,25,7.4321808311652,-0.526297347592055
800,7000,1,25,8.08278246692035,-0.524341359757447
900,7000,1,25,8.70287201339909,-0.522633055524007
1000,7000,1,25,9.29640924897586,-0.521121325878992
10,8000,1,25,1.01255666504876,-0.533370047461522
35,8000,1,25,1.13723260538922,-0.534727442813208
60,8000,1,25,1.33150869393737,-0.536692162335829
85,8000,1,25,1.54386574539194,-0.538394337022785
125,8000,1,25,1.93498489969199,-0.540424558047423
250,8000,1,25,3.5880251890309,-0.540403115532628
375,8000,1,25,4.91775273033696,-0.535580080111722
500,8000,1,25,5.97787641972792,-0.53137393395228
550,8000,1,25,6.36044460302702,-0.529943794062571
600,8000,1,25,6.72640775408162,-0.528637753559799
700,8000,1,25,7.41930203812566,-0.526339020879763
800,8000,1,25,8.0718556859585,-0.524373042304302
900,8000,1,25,8.69328663830047,-0.522657920881332
1000,8000,1,25,9.28769449776371,-0.52114185416836
10,9000,1,25,1.01167878033735,-0.532587364208125
35,9000,1,25,1.12835430864839,-0.53394374246078
60,9000,1,25,1.31210726635307,-0.535965796723205
85,9000,1,25,1.51288836896771,-0.537774079444825
125,9000,1,25,1.87811630064185,-0.540005031454402
250,9000,1,25,3.5143583327366,-0.540604087569941
375,9000,1,25,4.8816339607156,-0.535729131455085
500,9000,1,25,5.95610036566537,-0.531460556938247
550,9000,1,25,6.34184236713326,-0.530014643586884
600,9000,1,25,6.71016569009869,-0.528696660873809
700,9000,1,25,7.40628902246705,-0.526381390898241
800,9000,1,25,8.06089098616191,-0.524404926237599
900,9000,1,25,8.68364757812499,-0.52268309271039
1000,9000,1,25,9.27899455272449,-0.521162382241938
10,10000,1,25,1.01095039313432,-0.531843444370009
35,10000,1,25,1.12093744280188,-0.533194926017422
60,10000,1,25,1.29586603419161,-0.535258615633648
85,10000,1,25,1.48711112623501,-0.537153884070861
125,10000,1,25,1.83043756972636,-0.539557670911406
250,10000,1,25,3.4381345499241,-0.540799809656577
375,10000,1,25,4.84434255650241,-0.535882578923768
500,10000,1,25,5.93392877654985,-0.531548908237092
550,10000,1,25,6.32294783803828,-0.530086850261791
600,10000,1,25,6.69368483132069,-0.52875676227753
700,10000,1,25,7.39318044673482,-0.526424211505723
800,10000,1,25,8.04984277279126,-0.524437259961725
900,10000,1,25,8.67395441322317,-0.522708572742072
1000,10000,1,25,9.27025758088975,-0.521183131874015
10,15000,1,25,1.00856761285303,-0.528611872769893
35,15000,1,25,1.09630046666765,-0.529908693997796
60,15000,1,25,1.24157828330183,-0.532045824203718
85,15000,1,25,1.40254346225544,-0.534185455532488
125,15000,1,25,1.67743550053653,-0.537120050917028
250,15000,1,25,3.04624190338771,-0.54155543729381
375,15000,1,25,4.63832294817851,-0.536721523336793
500,15000,1,25,5.8161344381746,-0.532022305216921
550,15000,1,25,6.22366308932527,-0.530470367215689
600,15000,1,25,6.60807442661556,-0.529072026172331
700,15000,1,25,7.3257681199464,-0.526647539437532
800,15000,1,25,7.99381129753453,-0.524602907665378
900,15000,1,25,8.62509643777862,-0.522838383189493
1000,15000,1,25,9.22616613375404,-0.521289512635099
10,20000,1,25,1.00720217571397,-0.526010808021613
35,20000,1,25,1.08185156532115,-0.527235886538629
60,20000,1,25,1.20917327902867,-0.529345916118322
85,20000,1,25,1.35303328440132,-0.531562840871413
125,20000,1,25,1.59350816746666,-0.534683602736341
250,20000,1,25,2.71782029156072,-0.541643007362267
375,20000,1,25,4.39665584113517,-0.537679115344735
500,20000,1,25,5.68557394970675,-0.532552595880415
550,20000,1,25,6.11556785143601,-0.530894399970315
600,20000,1,25,6.51626098701812,-0.529416246200087
700,20000,1,25,7.25695432054999,-0.526873918911687
800,20000,1,25,7.93890690449453,-0.524759458766723
900,20000,1,25,8.5785482836367,-0.522955366540426
1000,20000,1,25,9.18467719415514,-0.521384120926937
10,25000,1,25,1.00629242175198,-0.523867685503364
35,25000,1,25,1.07205257532211,-0.525021599414427
60,25000,1,25,1.18672897785627,-0.527070836493829
85,25000,1,25,1.31874362852511,-0.529296485171552
125,25000,1,25,1.53777344481087,-0.532452174625312
250,25000,1,25,2.49083820211287,-0.541041253628775
375,25000,1,25,4.1217032250557,-0.538715486356228
500,25000,1,25,5.5401045299714,-0.533148598717541
550,25000,1,25,5.99744446822554,-0.531363804526217
600,25000,1,25,6.41810185406916,-0.529787863764131
700,25000,1,25,7.18462146411066,-0.527115653063254
800,25000,1,25,7.88144581317656,-0.524927460622165
900,25000,1,25,8.53028986747424,-0.523079506166338
1000,25000,1,25,9.1428355330756,-0.521479163972502
10,30000,1,25,1.00563463593625,-0.522069054638861
35,30000,1,25,1.06487031662974,-0.5231573011685
60,30000,1,25,1.16995346632476,-0.525134743508
85,30000,1,25,1.29292195402807,-0.52733915430873
125,30000,1,25,1.49659647207068,-0.53047262155773
250,30000,1,25,2.33627096063071,-0.539960635282744
375,30000,1,25,3.83105709866149,-0.539713518087706
500,30000,1,25,5.37766462289637,-0.533818072289088
550,30000,1,25,5.86779990782657,-0.531885169676065
600,30000,1,25,6.31211870336261,-0.530194926180983
700,30000,1,25,7.10782913657908,-0.527378440355934
800,30000,1,25,7.82131519438163,-0.525107635182994
900,30000,1,25,8.48044075430756,-0.52321014273262
1000,30000,1,25,9.09974414122084,-0.521578888608363
10,35000,1,25,1.00513371606555,-0.520536438131357
35,35000,1,25,1.05934210191019,-0.521565411289512
60,35000,1,25,1.15682259044608,-0.523469023158827
85,35000,1,25,1.27253078188687,-0.52563898118516
125,35000,1,25,1.46432078498782,-0.528731049177368
250,35000,1,25,2.22476386956941,-0.538592330333481
375,35000,1,25,3.55553781643703,-0.540506334452057
500,35000,1,25,5.19656409455519,-0.534566240818194
550,35000,1,25,5.72543159759847,-0.532462684989154
600,35000,1,25,6.19682704228912,-0.530645649509571
700,35000,1,25,7.0263184011953,-0.527663379911214
800,35000,1,25,7.75841193167492,-0.525300628203384
900,35000,1,25,8.42890841234451,-0.523347842452712
1000,35000,1,25,9.05540910659157,-0.521683427694764
10,40000,1,25,1.00473807611947,-0.519213577416823
35,40000,1,25,1.05493812448241,-0.520189302603388
60,40000,1,25,1.14621234947875,-0.522020833469188
85,40000,1,25,1.25591507160594,-0.524150499911136
125,40000,1,25,1.43809364550914,-0.527196522379189
