Re,Gr,Ha,Rm,Navg,avgA
70,62500,1,10,1.15099808387844,-0.498805922797256
90,62500,1,10,1.2264349726079,-0.499460245615005
200,62500,1,10,1.66299994518867,-0.502463133486407
300,62500,1,10,2.1804606064318,-0.505868702299407
400,62500,1,10,2.90840634353372,-0.508180969836393
500,62500,1,10,4.00876043347951,-0.507423621594814
600,62500,1,10,5.35972013356367,-0.505112210725947
700,62500,1,10,6.46980140702786,-0.50326928089351
800,62500,1,10,7.35487817844705,-0.501966785210285
900,62500,1,10,8.111231233137,-0.50098278252245
1000,62500,1,10,8.79027758351392,-0.500190246033328
10,67500,1,10,1.00348957656584,-0.497214039757243
30,67500,1,10,1.0303065804789,-0.497442384230782
50,67500,1,10,1.07992167636443,-0.497877626736129
70,67500,1,10,1.1452937181286,-0.498461230908551
90,67500,1,10,1.21853368093248,-0.499102179603123
200,67500,1,10,1.63995928997992,-0.502015023580302
300,67500,1,10,2.13046204541266,-0.505330071129133
400,67500,1,10,2.81157969036329,-0.507967217219246
500,67500,1,10,3.82524605972719,-0.507679611780395
600,67500,1,10,5.1717633101142,-0.505443430459162
700,67500,1,10,6.34494823719082,-0.503466183252741
800,67500,1,10,7.26934471501991,-0.502081016280353
900,67500,1,10,8.04671380695238,-0.501054949210935
1000,67500,1,10,8.73794145668631,-0.500239032043404
10,72500,1,10,1.00335180245543,-0.49694152291022
30,72500,1,10,1.02912171740774,-0.497161018600386
50,72500,1,10,1.07692770290612,-0.497580637564381
70,72500,1,10,1.14020609569289,-0.498146900972256
90,72500,1,10,1.21146052968582,-0.49877474939708
200,72500,1,10,1.61962033266534,-0.501608151970846
300,72500,1,10,2.08606699707088,-0.504810436060824
400,72500,1,10,2.72771190207245,-0.50769448317322
500,72500,1,10,3.66499017998003,-0.507862954718909
600,72500,1,10,4.97849815064359,-0.505785652311367
700,72500,1,10,6.21152137960982,-0.503681753835581
800,72500,1,10,7.17918716192526,-0.502205047577396
900,72500,1,10,7.97973542757107,-0.501132246820547
1000,72500,1,10,8.68415050052627,-0.500290839485638
10,77500,1,10,1.00322936817714,-0.496692550465492
30,77500,1,10,1.02806658568292,-0.496903897111324
50,77500,1,10,1.07425060413925,-0.497308997743294
70,77500,1,10,1.13563398412561,-0.497858868474477
90,77500,1,10,1.20508038769127,-0.498473864217484
200,77500,1,10,1.60154242537903,-0.501237467626683
300,77500,1,10,2.04637232935012,-0.504314766899064
400,77500,1,10,2.65394417584122,-0.507377552592238
500,77500,1,10,3.52574590073493,-0.507976426829956
600,77500,1,10,4.78547963181317,-0.50612530589718
700,77500,1,10,6.06936898882944,-0.503916399081923
800,77500,1,10,7.08410697377202,-0.502339374933797
900,77500,1,10,7.91016017944233,-0.501214890490073
1000,77500,1,10,8.62887584570156,-0.500345692065504
10,82500,1,10,1.00311973524747,-0.496463985384576
30,82500,1,10,1.02711998742617,-0.496667814572795
50,82500,1,10,1.07183990365913,-0.497059417012277
70,82500,1,10,1.13149750812138,-0.497593724808185
90,82500,1,10,1.19928694781918,-0.498196169500584
200,82500,1,10,1.58536993664955,-0.50089847595755
300,82500,1,10,2.01067821110761,-0.503845307206767
400,82500,1,10,2.58829015784668,-0.5070297960353
500,82500,1,10,3.40444081500919,-0.508025215049214
600,82500,1,10,4.5984323357957,-0.506448242765877
700,82500,1,10,5.91903105822212,-0.504168705748398
800,82500,1,10,6.98368157809512,-0.502484951548331
900,82500,1,10,7.83775778861957,-0.501303428069666
1000,82500,1,10,8.572009283981,-0.500403905244787
10,87500,1,10,1.00302090491496,-0.496253230018149
30,87500,1,10,1.0262651956812,-0.496450094344602
50,87500,1,10,1.06965548353518,-0.496829127864418
70,87500,1,10,1.12773289130455,-0.497348685174333
90,87500,1,10,1.19399537614006,-0.497938899831994
200,87500,1,10,1.57081149951871,-0.500587231199702
300,87500,1,10,1.97844273459984,-0.503402801926572
400,87500,1,10,2.52926272844905,-0.506662340549939
500,87500,1,10,3.29788025574443,-0.508015689613013
600,87500,1,10,4.42212396970042,-0.506742202825572
700,87500,1,10,5.76105291134573,-0.504437970385682
800,87500,1,10,6.87750477741321,-0.502642681131303
900,87500,1,10,7.7623774478265,-0.501398015075086
1000,87500,1,10,8.5134909815125,-0.500465526767025
10,92500,1,10,1.00293128005441,-0.496058114654809
30,92500,1,10,1.02548879417103,-0.496248506362776
50,92500,1,10,1.06766513295184,-0.496615768001141
70,92500,1,10,1.12428849731451,-0.497121353344882
90,92500,1,10,1.18913667985329,-0.497699640575334
200,92500,1,10,1.55763019828513,-0.500300348856194
300,92500,1,10,1.94922504847619,-0.50298699270872
400,92500,1,10,2.47582411352976,-0.506284494563352
500,92500,1,10,3.20329461863213,-0.507954329001961
600,92500,1,10,4.25980354262975,-0.506997971885932
700,92500,1,10,5.5977993102057,-0.50471823170038
800,92500,1,10,6.76525433410487,-0.502813227901666
900,92500,1,10,7.68375350497087,-0.501499241496297
1000,92500,1,10,8.45320732300771,-0.500530799388852
10,97500,1,10,1.00284956518501,-0.495876814147355
30,97500,1,10,1.02477990340467,-0.496061172237158
50,97500,1,10,1.06584245830282,-0.496417426488589
70,97500,1,10,1.12112210383333,-0.496909726680347
90,97500,1,10,1.18465479756006,-0.497476460816122
200,97500,1,10,1.54563065843389,-0.500034916676085
300,97500,1,10,1.92263445374413,-0.502596730607373
400,97500,1,10,2.42712032789993,-0.505903054148574
500,97500,1,10,3.11859131452135,-0.507847584054126
600,97500,1,10,4.1122242268511,-0.507212339225409
700,97500,1,10,5.43067135697335,-0.505007531441556
800,97500,1,10,6.64664092522828,-0.502997286939098
900,97500,1,10,7.60165636133554,-0.501607505121677
1000,97500,1,10,8.39105281630409,-0.500599883856354
10,100,15,10,1.03017837694746,-0.500941436706395
30,100,15,10,1.23794060635447,-0.500966054882771
50,100,15,10,1.54116793747573,-0.500970574315692
70,100,15,10,1.85806748727458,-0.500955167956486
90,100,15,10,2.16185058880312,-0.500922410717734
200,100,15,10,3.60653634873724,-0.500554658402512
300,100,15,10,4.77185285736796,-0.50004145789784
400,100,15,10,5.85040507243227,-0.499283663069237
500,100,15,10,6.8773335655232,-0.498285786494282
600,100,15,10,7.87437902946449,-0.497180587577096
700,100,15,10,8.83938301434087,-0.496100622325611
800,100,15,10,9.76072055949818,-0.49512544413325
900,100,15,10,10.6319651227597,-0.494277842074186
1000,100,15,10,11.4519188077895,-0.493552774150535
10,300,15,10,1.02885735766364,-0.500915614757709
30,300,15,10,1.22917194555725,-0.500945922598249
50,300,15,10,1.52566748424545,-0.500957376539974
70,300,15,10,1.83907195187678,-0.500946960447048
90,300,15,10,2.14165694030739,-0.500917197825617
200,300,15,10,3.5906034023921,-0.50055409837305
300,300,15,10,4.76045035335041,-0.500042751290269
400,300,15,10,5.84206523077275,-0.499286059617727
500,300,15,10,6.87095056082,-0.498288429887948
600,300,15,10,7.86935048973998,-0.497182803978524
700,300,15,10,8.83533587617462,-0.49610221046387
800,300,15,10,9.75739657870689,-0.495126463584389
900,300,15,10,10.6291614380889,-0.494278498844879
1000,300,15,10,11.4495142407512,-0.493553088843654
10,500,15,10,1.02763674645201,-0.500889780189911
30,500,15,10,1.22091045618446,-0.500925554733406
50,500,15,10,1.51074057158934,-0.500943953804996
70,500,15,10,1.82046925482888,-0.500938695578076
90,500,15,10,2.12166059277247,-0.500912065816162
200,500,15,10,3.57450313485169,-0.50055369527458
300,500,15,10,4.74893759396816,-0.500044117355326
400,500,15,10,5.83362301684225,-0.499288569683453
500,500,15,10,6.86451977530682,-0.498291115023707
600,500,15,10,7.86429207305769,-0.497185048202862
700,500,15,10,8.83124637069987,-0.496103896051261
800,500,15,10,9.75404308605125,-0.495127563843885
900,500,15,10,10.6263496480612,-0.49427916200923
1000,500,15,10,11.4471000166511,-0.49355345648562
10,700,15,10,1.02650662818961,-0.500863950564053
30,700,15,10,1.21312497028595,-0.500904969714982
50,700,15,10,1.49637763770751,-0.500930300617483
70,700,15,10,1.8022868193447,-0.500930338856379
90,700,15,10,2.10187634758207,-0.500906997460799
200,700,15,10,3.5582381808453,-0.500553448807213
300,700,15,10,4.7372811193722,-0.500045590486989
400,700,15,10,5.82512612219957,-0.499291086677207
500,700,15,10,6.85804073527113,-0.498293842302406
600,700,15,10,7.85917529869074,-0.497187407734854
700,700,15,10,8.82716104924571,-0.496105519266656
800,700,15,10,9.75067718403818,-0.495128674845148
900,700,15,10,10.6235401877277,-0.494279772166438
1000,700,15,10,11.4446803268022,-0.493553828016536
10,900,15,10,1.02545825632001,-0.500838137705508
30,900,15,10,1.20578569724013,-0.500884183104297
50,900,15,10,1.48257619454542,-0.500916395199633
70,900,15,10,1.78452646071317,-0.500921877463032
90,900,15,10,2.08234118058396,-0.50090195771686
200,900,15,10,3.54181151994639,-0.500553358417552
300,900,15,10,4.72549622225653,-0.500047154778595
400,900,15,10,5.81654947040347,-0.499293664906757
500,900,15,10,6.85151296283817,-0.498296612133653
600,900,15,10,7.85405633424042,-0.497189708325129
700,900,15,10,8.82303301113736,-0.496107240332195
800,900,15,10,9.74731608366308,-0.495129726254797
900,900,15,10,10.6207120759844,-0.494280448160488
1000,900,15,10,11.4422593650841,-0.493554154340739
10,1500,15,10,1.02273064205506,-0.500760920909031
30,1500,15,10,1.18616873917521,-0.500820766145827
50,1500,15,10,1.44438076505412,-0.500873189137663
70,1500,15,10,1.73390493831863,-0.500895629435605
90,1500,15,10,2.02535584368483,-0.500886838104377
200,1500,15,10,3.49156964148075,-0.500554024713623
300,1500,15,10,4.68937913610582,-0.500052385826516
400,1500,15,10,5.79033272917364,-0.499301773192207
500,1500,15,10,6.83166065780413,-0.498305102179837
600,1500,15,10,7.83848605360192,-0.497196869830574
700,1500,15,10,8.81057839422603,-0.496112351217829
800,1500,15,10,9.73712266913993,-0.495133086393828
900,1500,15,10,10.6121886648902,-0.494282455715182
1000,1500,15,10,11.4349548504551,-0.493555255041227
10,2500,15,10,1.01924587727774,-0.500633452784083
30,2500,15,10,1.16004182953457,-0.500712400725617
50,2500,15,10,1.39049850072607,-0.50079616722235
70,2500,15,10,1.65861305910614,-0.500848045508209
90,2500,15,10,1.93677511405443,-0.500860327762426
200,2500,15,10,3.4049591802942,-0.500558140855519
