Re,Gr,Ha,Rm,Navg,avgA
300,2500,15,10,4.62653497177901,-0.500063008451145
400,2500,15,10,5.74496616630938,-0.499316569458437
500,2500,15,10,6.79756289865988,-0.498320116515247
600,2500,15,10,7.8119212738555,-0.497209337075757
700,2500,15,10,8.78941296939051,-0.496121264130849
800,2500,15,10,9.7198826193767,-0.495138884889558
900,2500,15,10,10.5978291722192,-0.494285854291654
1000,2500,15,10,11.4226698533404,-0.493557152740684
10,3500,15,10,1.01667694095092,-0.500508066158381
30,3500,15,10,1.14006176790319,-0.500602016185388
50,3500,15,10,1.3469597294575,-0.500713427082127
70,3500,15,10,1.5943321670838,-0.500794641305316
90,3500,15,10,1.85724676488963,-0.500830292629165
200,3500,15,10,3.31534268398103,-0.50056573837161
300,3500,15,10,4.56034397729097,-0.500076059181757
400,3500,15,10,5.69749493944413,-0.499332882038906
500,3500,15,10,6.76216363826172,-0.498336212782429
600,3500,15,10,7.78453466157555,-0.497222569866668
700,3500,15,10,8.76775502346586,-0.496130571793846
800,3500,15,10,9.70233013605098,-0.495144897599896
900,3500,15,10,10.5832443679386,-0.494289481334796
1000,3500,15,10,11.410241719331,-0.493559151885476
10,4500,15,10,1.0147239256511,-0.500385095740228
30,4500,15,10,1.12449741492705,-0.500490806079482
50,4500,15,10,1.31170285795846,-0.500626020877285
70,4500,15,10,1.53997825904019,-0.500735155868864
90,4500,15,10,1.78712717981941,-0.500795238835091
200,4500,15,10,3.22366202726902,-0.500576287180793
300,4500,15,10,4.49076392885734,-0.500091612302578
400,4500,15,10,5.64774729721773,-0.49935094409082
500,4500,15,10,6.72536924638412,-0.498353525366151
600,4500,15,10,7.75628964663227,-0.497236602659764
700,4500,15,10,8.74556122552148,-0.496140373406941
800,4500,15,10,9.68443705855281,-0.495151204773098
900,4500,15,10,10.5684493507518,-0.494293222565375
1000,4500,15,10,11.3976670261706,-0.493561254874356
10,5500,15,10,1.01320028836666,-0.500264692492548
30,5500,15,10,1.11215003957203,-0.50037963680127
50,5500,15,10,1.28295944476407,-0.500535061178919
70,5500,15,10,1.4941747977206,-0.500669995964065
90,5500,15,10,1.72599234927059,-0.500754558014014
200,5500,15,10,3.13101862164671,-0.500589074942037
300,5500,15,10,4.41785382672506,-0.500109663956444
400,5500,15,10,5.59565546100552,-0.499370776771698
500,5500,15,10,6.68711232434095,-0.49837211166932
600,5500,15,10,7.72717735106209,-0.497251382858691
700,5500,15,10,8.72281086834047,-0.496150688782457
800,5500,15,10,9.66617433050631,-0.495157888012087
900,5500,15,10,10.5534167486484,-0.494297202239243
1000,5500,15,10,11.3849422427607,-0.493563464206706
10,6500,15,10,1.01198522814791,-0.500146907898084
30,6500,15,10,1.10218591716808,-0.500269126862697
50,6500,15,10,1.25930819117954,-0.500441575809404
70,6500,15,10,1.45555424609014,-0.500599898456224
90,6500,15,10,1.67302397683746,-0.500708198829075
200,6500,15,10,3.03866316975743,-0.500603208190018
300,6500,15,10,4.34177257111063,-0.500130136980685
400,6500,15,10,5.5411128278479,-0.49939249361863
500,6500,15,10,6.64735272953944,-0.49839195393368
600,6500,15,10,7.6971289351426,-0.497267036600795
700,6500,15,10,8.69948227132844,-0.496161538799946
800,6500,15,10,9.6475656724999,-0.495164815365457
900,6500,15,10,10.5381613387638,-0.494301306241243
1000,6500,15,10,11.3720637180474,-0.493565782484388
10,7500,15,10,1.01099778131241,-0.500031737908812
30,7500,15,10,1.09401806723942,-0.500159705457833
50,7500,15,10,1.2396461114237,-0.500346450098608
70,7500,15,10,1.42286686496718,-0.50052569350021
90,7500,15,10,1.62724422764989,-0.500656536302828
200,7500,15,10,2.94782323017227,-0.500617725207173
300,7500,15,10,4.26271940906166,-0.500152939174858
400,7500,15,10,5.48407567598537,-0.499416100596633
500,7500,15,10,6.60602105055991,-0.4984131133131
600,7500,15,10,7.66613267824529,-0.497283514265332
700,7500,15,10,8.67555275334064,-0.496172945450885
800,7500,15,10,9.62859921980056,-0.495171997264361
900,7500,15,10,10.5226658265709,-0.494305599719393
1000,7500,15,10,11.3590318699089,-0.493568163307629
10,8500,15,10,1.01018204429954,-0.499919146971355
30,8500,15,10,1.08722681627831,-0.500051667115659
50,8500,15,10,1.22312814772817,-0.500250410088252
70,8500,15,10,1.39504566504998,-0.500448213784399
90,8500,15,10,1.58765575101805,-0.500600121596358
200,8500,15,10,2.85963965222276,-0.500631653924355
300,8500,15,10,4.18104625436599,-0.500177852750504
400,8500,15,10,5.42444703915298,-0.499441729309086
500,8500,15,10,6.563018730601,-0.498435726738121
600,8500,15,10,7.63408571060169,-0.497301035716623
700,8500,15,10,8.65102338945475,-0.496184849358605
800,8500,15,10,9.60922620961951,-0.495179589164633
900,8500,15,10,10.5069232600439,-0.494310088411758
1000,8500,15,10,11.3458344220178,-0.49357070767197
10,9500,15,10,1.00949841428718,-0.499809081652157
30,9500,15,10,1.08150716985465,-0.499945210058585
50,9500,15,10,1.20910876129872,-0.500154027430025
70,9500,15,10,1.37120946029764,-0.500368224704473
90,9500,15,10,1.55333215718811,-0.500539602656217
200,9500,15,10,2.77507898788154,-0.500644091390726
300,9500,15,10,4.097132444255,-0.500204651625592
400,9500,15,10,5.36222751939688,-0.499469351714042
500,9500,15,10,6.51830593055488,-0.498459778688871
600,9500,15,10,7.60100329334952,-0.497319465187403
700,9500,15,10,8.62584507973709,-0.496197356563219
800,9500,15,10,9.58945123944439,-0.49518753173551
900,9500,15,10,10.4909264201335,-0.49431477831578
1000,9500,15,10,11.3324757207516,-0.493573320308078
10,12500,15,10,1.00798836154631,-0.499493383678076
30,12500,15,10,1.06879090234468,-0.499636389049731
50,12500,15,10,1.17763675542776,-0.499866783900553
70,12500,15,10,1.31711626802305,-0.50011931024745
90,12500,15,10,1.47435682412535,-0.500339762738321
200,12500,15,10,2.54899773077446,-0.500665868189775
300,12500,15,10,3.8377628798135,-0.500292291447336
400,12500,15,10,5.16021355656735,-0.499564117857617
500,12500,15,10,6.37317124422813,-0.498541362998225
600,12500,15,10,7.49495681450803,-0.497381011879864
700,12500,15,10,8.54617860432763,-0.496238674699515
800,12500,15,10,9.52764814456948,-0.495213302050252
900,12500,15,10,10.4413558165486,-0.494329998585127
1000,12500,15,10,11.2913646219642,-0.493581893424102
10,17500,15,10,1.00647810424695,-0.499011360904372
30,17500,15,10,1.05597345796537,-0.499158476789467
50,17500,15,10,1.14557709001332,-0.499407173709648
70,17500,15,10,1.261517069939,-0.499698517335715
90,17500,15,10,1.39234730358321,-0.499975291536237
200,17500,15,10,2.26965855318949,-0.500634640474757
300,17500,15,10,3.41757890588471,-0.500434578044806
400,17500,15,10,4.77978133372213,-0.499756318131352
500,17500,15,10,6.09163594413167,-0.498711666286856
600,17500,15,10,7.29317590560475,-0.497505798601733
700,17500,15,10,8.39794389979311,-0.496321766934671
800,17500,15,10,9.41524332934354,-0.495264411622272
900,17500,15,10,10.3529141962744,-0.494359928411019
1000,17500,15,10,11.2191280607267,-0.493598739878063
10,22500,15,10,1.00557039098732,-0.498577434085282
30,22500,15,10,1.04822654609913,-0.498724484105262
50,22500,15,10,1.12607025641643,-0.498980239450512
70,22500,15,10,1.22761001762073,-0.499292245968121
90,22500,15,10,1.34241486277569,-0.49960399241236
200,22500,15,10,2.08618697883918,-0.500527408283602
300,22500,15,10,3.06398341530999,-0.500530382216519
400,22500,15,10,4.37428279744607,-0.49996722586166
500,22500,15,10,5.76067294838257,-0.498925127455869
600,22500,15,10,7.05437351565098,-0.497665448053301
700,22500,15,10,8.22687344146282,-0.496426244941397
800,22500,15,10,9.28920289131326,-0.495327373628176
900,22500,15,10,10.2562121198354,-0.494396159752369
1000,22500,15,10,11.1416877921072,-0.493619136514546
10,27500,15,10,1.00495908558628,-0.498184614835832
30,27500,15,10,1.04299052279385,-0.498329794709324
50,27500,15,10,1.11283012397298,-0.498587108376863
70,27500,15,10,1.20459327490775,-0.498909800582821
90,27500,15,10,1.30871179776878,-0.499243469685812
200,27500,15,10,1.96331192707706,-0.500368780735633
300,27500,15,10,2.79354370965931,-0.500562896168248
400,27500,15,10,3.98692607650829,-0.500160122233657
500,27500,15,10,5.39198205578446,-0.499172424964273
600,27500,15,10,6.77447419761034,-0.497865060472451
700,27500,15,10,8.02848299485534,-0.496557002813714
800,27500,15,10,9.14688152167268,-0.495404834392207
900,27500,15,10,10.1498146742112,-0.49444007270123
1000,27500,15,10,11.058287110033,-0.493643671856558
10,32500,15,10,1.00451469528755,-0.497827164006689
30,32500,15,10,1.03917337114045,-0.497969648793346
50,32500,15,10,1.10314209848844,-0.498225625111844
70,32500,15,10,1.18774057913156,-0.498553181343546
90,32500,15,10,1.2841541953254,-0.498900547224143
200,32500,15,10,1.87728479787964,-0.500179555899163
300,32500,15,10,2.5932658806666,-0.500539172741013
400,32500,15,10,3.6487887814471,-0.500308808991697
500,32500,15,10,5.01023466711049,-0.49943020095078
600,32500,15,10,6.45505925497102,-0.498104743072554
700,32500,15,10,7.79845201201421,-0.496719291426479
800,32500,15,10,8.9851990749985,-0.495500023903921
900,32500,15,10,10.0320427314616,-0.494493164767678
1000,32500,15,10,10.9680282816929,-0.493673064164955
10,37500,15,10,1.00417383283927,-0.497500363497766
30,37500,15,10,1.03623828928587,-0.497639780085405
50,37500,15,10,1.09566589994268,-0.497892817177485
70,37500,15,10,1.17471448127047,-0.498221672092515
90,37500,15,10,1.26522876726236,-0.498577345850909
200,37500,15,10,1.81414950897287,-0.499973874010535
300,37500,15,10,2.44439951726205,-0.500472348946793
400,37500,15,10,3.37029999451469,-0.500405473011153
500,37500,15,10,4.64211205339609,-0.499671683040552
600,37500,15,10,6.10647622038928,-0.498375646548828
700,37500,15,10,7.53466602990456,-0.49691586115359
800,37500,15,10,8.80087126856624,-0.495616455904147
900,37500,15,10,9.90088558302574,-0.494557418964652
1000,37500,15,10,10.8698514052326,-0.493708141069142
10,42500,15,10,1.00390196693754,-0.497200305853573
30,42500,15,10,1.03389216100661,-0.497336508195079
50,42500,15,10,1.08966856468295,-0.497585708071992
70,42500,15,10,1.16424001290697,-0.497913599925156
90,42500,15,10,1.2500283789767,-0.49827392068622
200,42500,15,10,1.76578107455345,-0.499760857515437
300,42500,15,10,2.33164696210638,-0.500374265935569
400,42500,15,10,3.14712976270447,-0.500454457993183
500,42500,15,10,4.30706831312561,-0.499877749566332
600,42500,15,10,5.74586723529181,-0.498660548350717
700,42500,15,10,7.23819179542048,-0.497148193756169
800,42500,15,10,8.59060295170303,-0.495758476450065
900,42500,15,10,9.7540273900699,-0.494635232303643
1000,42500,15,10,10.762491397571,-0.493750073865518
10,47500,15,10,1.00367868367847,-0.496923727777441
30,47500,15,10,1.03196143862725,-0.49705669060567
50,47500,15,10,1.08471592232313,-0.497301559057072
70,47500,15,10,1.155564920395,-0.497627019859631
90,47500,15,10,1.23743643196509,-0.497989435545434
200,47500,15,10,1.72733222974135,-0.499546317564355
300,47500,15,10,2.24419344301664,-0.500254177615624
400,47500,15,10,2.96944499049372,-0.500463932471076
500,47500,15,10,4.01482852490279,-0.500040386879035
600,47500,15,10,5.3909592146077,-0.498939626474475
700,47500,15,10,6.91510602681364,-0.497413466004876
800,47500,15,10,8.35225586674919,-0.495929563181033
900,47500,15,10,9.58897428925926,-0.494729221143441
1000,47500,15,10,10.64449722778,-0.493799965823012
10,52500,15,10,1.00349111401038,-0.496667881837223
30,52500,15,10,1.03033655799672,-0.496797646263584
50,52500,15,10,1.08053390925364,-0.497037926032679
70,52500,15,10,1.14821611807134,-0.497359998563611
90,52500,15,10,1.22675684317656,-0.497722690117612
200,52500,15,10,1.69580857863721,-0.499333887763531
300,52500,15,10,2.17466526205416,-0.500119026172009
400,52500,15,10,2.82717140492881,-0.500441988615618
500,52500,15,10,3.76677784169915,-0.500160048725222
600,52500,15,10,5.05562634566935,-0.499196537257294
700,52500,15,10,6.5770738901968,-0.49770022525216
800,52500,15,10,8.08579343911158,-0.496132188743627
900,52500,15,10,9.40326932571807,-0.494842234904096
1000,52500,15,10,10.5141804010812,-0.493859439543667
10,57500,15,10,1.00333070732309,-0.496430437534542
30,57500,15,10,1.02894467346504,-0.496557081433357
50,57500,15,10,1.07694020139466,-0.496792666112558
70,57500,15,10,1.14188006907579,-0.497110722761213
90,57500,15,10,1.21753191251301,-0.497472380371695
200,57500,15,10,1.6692967653207,-0.499125810339679
300,57500,15,10,2.11808220717631,-0.499974011973132
400,57500,15,10,2.71197146441797,-0.500395358343541
500,57500,15,10,3.5589310539536,-0.500241779950876
600,57500,15,10,4.74909629243072,-0.499420787773611
700,57500,15,10,6.23666551774147,-0.497994398759172
800,57500,15,10,7.79472299459576,-0.496365382126096
900,57500,15,10,9.19480996212407,-0.494977679781106
1000,57500,15,10,10.3696754655963,-0.493930361307649
10,62500,15,10,1.00319154045244,-0.496209404412617
30,62500,15,10,1.02773525189756,-0.496333025535206
50,62500,15,10,1.07380826879289,-0.496563902564862
70,62500,15,10,1.13633972733849,-0.496877544180282
90,62500,15,10,1.20944743002809,-0.49723721050045
200,62500,15,10,1.64653111066206,-0.498923405959102
300,62500,15,10,2.07103373404952,-0.499823003487474
400,62500,15,10,2.61738838845356,-0.500329427856741
500,62500,15,10,3.38537251334547,-0.500291447506905
600,62500,15,10,4.476007048085,-0.499608190592643
700,62500,15,10,5.90477383890914,-0.498281824182256
800,62500,15,10,7.48598054660032,-0.496624134099145
900,62500,15,10,8.96280378342612,-0.495137913589163
1000,62500,15,10,10.209048034975,-0.49401482385757
10,67500,15,10,1.00306936030016,-0.496003071701791
30,67500,15,10,1.02667198137296,-0.496123777710196
50,67500,15,10,1.07104710931186,-0.496349994258869
70,67500,15,10,1.13143925584386,-0.496658979257288
90,67500,15,10,1.20227878978101,-0.497015955314148
200,67500,15,10,1.62664860601121,-0.498727412804093
300,67500,15,10,2.03114431865115,-0.499668838463735
400,67500,15,10,2.53862771079803,-0.500248450444838
500,67500,15,10,3.23993287205806,-0.500314752910662
600,67500,15,10,4.23690599966967,-0.499759697633237
700,67500,15,10,5.58944254753452,-0.498551421785802
800,67500,15,10,7.16806830263338,-0.496900684140075
900,67500,15,10,8.70847308293503,-0.495323822699143
1000,67500,15,10,10.0305153476121,-0.494115101327036
10,72500,15,10,1.00296102359104,-0.495809960500113
30,72500,15,10,1.02572798754119,-0.495927862952374
50,72500,15,10,1.0685892990062,-0.496149504116997
70,72500,15,10,1.12706334217591,-0.496453695428187
90,72500,15,10,1.19586084168007,-0.49680747562413
200,72500,15,10,1.60904260953344,-0.498538183684874
300,72500,15,10,1.99676000320213,-0.499513685531516
400,72500,15,10,2.47209917370201,-0.500155828660837
500,72500,15,10,3.11726345976607,-0.500316345725749
600,72500,15,10,4.02976301878165,-0.499878449616069
700,72500,15,10,5.29627560259918,-0.498795589412583
800,72500,15,10,6.84903495844749,-0.497186110717766
900,72500,15,10,8.43519973788912,-0.495535011211203
1000,72500,15,10,9.83285992726877,-0.494233029019915
10,77500,15,10,1.00286414851678,-0.495628785504239
30,77500,15,10,1.02488288006811,-0.495743996185146
50,77500,15,10,1.06638357832216,-0.495961172138791
70,77500,15,10,1.12312433810201,-0.496260511772682
90,77500,15,10,1.19006839131701,-0.49661072881304
200,77500,15,10,1.59327420955607,-0.49835580582643
300,77500,15,10,1.96667585665726,-0.499359064361236
400,77500,15,10,2.41513899342488,-0.500054306979247
500,77500,15,10,3.01293603985668,-0.500300033229424
600,77500,15,10,3.85099282290742,-0.499968822451155
700,77500,15,10,5.0285839644879,-0.499010476755688
800,77500,15,10,6.53572457352687,-0.497470987428709
900,77500,15,10,8.14814487423387,-0.495769113972581
1000,77500,15,10,9.61579096794107,-0.494371023557039
10,82500,15,10,1.00277688934684,-0.495458424141233
30,82500,15,10,1.02412085580258,-0.495571052830857
50,82500,15,10,1.06439023219588,-0.495783885096994
70,82500,15,10,1.11955424727073,-0.496078368656411
90,82500,15,10,1.18480476118175,-0.49642476508445
200,82500,15,10,1.57901917928241,-0.49818023632572
300,82500,15,10,1.94002586032098,-0.499206125266174
400,82500,15,10,2.36574361728602,-0.499946111244028
500,82500,15,10,2.92340026588123,-0.500268889734929
600,82500,15,10,3.69655523802727,-0.500035236302533
700,82500,15,10,4.7876067053899,-0.499195310485452
800,82500,15,10,6.23354300714463,-0.497746969335051
900,82500,15,10,7.85328833911835,-0.496021078689022
1000,82500,15,10,9.38053292532293,-0.494530548427844
10,87500,15,10,1.00269779339528,-0.495297891465704
30,87500,15,10,1.02342944301491,-0.495408044603689
50,87500,15,10,1.06257778869153,-0.495616663961086
70,87500,15,10,1.11629920949087,-0.495906325943211
90,87500,15,10,1.17999329197662,-0.496248723937443
200,87500,15,10,1.56603099979487,-0.498011317700918
300,87500,15,10,1.91616088210243,-0.499055655732879
400,87500,15,10,2.32241468278649,-0.499833081459315
500,87500,15,10,2.84584321719503,-0.500225409457297
600,87500,15,10,3.56276299013597,-0.500081208214037
700,87500,15,10,4.57289519832257,-0.499351318813474
800,87500,15,10,5.94686418062477,-0.498006760331662
900,87500,15,10,7.55620245515128,-0.496284339339698
1000,87500,15,10,9.12996054663858,-0.494711116704928
10,92500,15,10,1.00262569501894,-0.49514631958619
30,92500,15,10,1.02279864115851,-0.495254099512092
50,92500,15,10,1.06092098851025,-0.495458640224836
70,92500,15,10,1.11331592333297,-0.495743542291022
90,92500,15,10,1.17557246743153,-0.496081825990176
200,92500,15,10,1.55411826586147,-0.497848813196218
300,92500,15,10,1.8945936533731,-0.498908209802084
400,92500,15,10,2.28399514130196,-0.499716705892667
500,92500,15,10,2.77805984071818,-0.500171627474435
600,92500,15,10,3.44621989693511,-0.500110025140381
700,92500,15,10,4.38272372116779,-0.499481088172733
800,92500,15,10,5.67855624583971,-0.498246291386667
900,92500,15,10,7.26122353869852,-0.496553449905348
1000,92500,15,10,8.86803174187513,-0.494910875093919
10,97500,15,10,1.00255964953811,-0.495002940698308
30,97500,15,10,1.02222032075696,-0.495108445257384
50,97500,15,10,1.05939925641558,-0.49530904213604
70,97500,15,10,1.11056906591572,-0.495589264923486
90,97500,15,10,1.17149203926741,-0.495923366442144
200,97500,15,10,1.54313055053284,-0.497692486191845
300,97500,15,10,1.87495068830902,-0.498764156582051
400,97500,15,10,2.24959539243411,-0.49959819602716
500,97500,15,10,2.71830460764718,-0.500109247653622
600,97500,15,10,3.3440859413859,-0.500124286637543
700,97500,15,10,4.21460177791617,-0.499587945825005
800,97500,15,10,5.43058205512191,-0.498462737490074
900,97500,15,10,6.97211868946297,-0.496822259230091
1000,97500,15,10,8.59887796874172,-0.495127484934692
10,100,35,10,1.01494343090177,-0.494439405430743
30,100,35,10,1.1278202914827,-0.494440030273684
50,100,35,10,1.32709798161288,-0.494436728729163
70,100,35,10,1.57992425543731,-0.494429423318454
90,100,35,10,1.86133929566858,-0.494418169798115
200,100,35,10,3.4798946271814,-0.494294939395804
300,100,35,10,4.83773390543169,-0.494116580968941
400,100,35,10,6.10904346259528,-0.493896434551913
500,100,35,10,7.34711324777495,-0.493639421274299
600,100,35,10,8.56902758988773,-0.493342570435872
700,100,35,10,9.76484870082803,-0.493005988057182
800,100,35,10,10.9201356112962,-0.492635743735716
900,100,35,10,12.0284414446548,-0.492238630407428
1000,100,35,10,13.0916090417233,-0.491820009905544
10,300,35,10,1.01471874765661,-0.494434875009028
30,300,35,10,1.12602495219082,-0.494436194970678
50,300,35,10,1.32302078100039,-0.494433954161223
70,300,35,10,1.57364317736394,-0.49442770294436
90,300,35,10,1.85326009081339,-0.494417305912449
200,300,35,10,3.46807288010468,-0.494295737998318
300,300,35,10,4.82613825010389,-0.494117419932298
400,300,35,10,6.09818917137396,-0.493897190764309
500,300,35,10,7.33694237174982,-0.493640126050797
600,300,35,10,8.55945136202277,-0.493343249108811
700,300,35,10,9.75579314520903,-0.4930066586351
800,300,35,10,10.9115753331898,-0.49263640156096
900,300,35,10,12.0203600190942,-0.492239266845133
1000,300,35,10,13.0839878426104,-0.491820630837754
10,500,35,10,1.01450011184977,-0.494430348473307
30,500,35,10,1.12427257765276,-0.494432349018201
50,500,35,10,1.31902343962587,-0.494431158549558
70,500,35,10,1.5674576491603,-0.494425959548601
90,500,35,10,1.84527347290622,-0.494416423970713
200,500,35,10,3.45626388189889,-0.494296549909842
300,500,35,10,4.81450846957271,-0.494118280704667
400,500,35,10,6.08729979979649,-0.493897961850322
500,500,35,10,7.32675122972235,-0.493640836584461
600,500,35,10,8.54982872841712,-0.493343944502762
700,500,35,10,9.74670797269656,-0.493007337555351
800,500,35,10,10.9029884542878,-0.492637066586306
900,500,35,10,12.0122547246299,-0.492239909590514
1000,500,35,10,13.0763546046343,-0.491821241854681
10,700,35,10,1.01428730674786,-0.494425825922122
30,700,35,10,1.12256187935537,-0.494428492776333
50,700,35,10,1.31510410809708,-0.494428340381051
70,700,35,10,1.56136620267687,-0.494424190394504
90,700,35,10,1.8373792754648,-0.494415523318367
200,700,35,10,3.44446347139784,-0.494297378762498
300,700,35,10,4.80286205151769,-0.494119155202416
400,700,35,10,6.07637559089778,-0.493898747792096
500,700,35,10,7.31651005168808,-0.493641565350579
600,700,35,10,8.54017357355476,-0.493344649765863
700,700,35,10,9.73759320355318,-0.493008024844115
800,700,35,10,10.8943749813349,-0.492637738833829
900,700,35,10,12.0041255591653,-0.492240558665874
1000,700,35,10,13.0686905478567,-0.491821873910346
10,900,35,10,1.01408012213522,-0.494421307452132
30,900,35,10,1.12089152858901,-0.494424624609468
50,900,35,10,1.31126116781561,-0.494425499860654
70,900,35,10,1.55536823168001,-0.494422397759413
90,900,35,10,1.82957728342155,-0.494414603323096
200,900,35,10,3.43267810436304,-0.494298219993982
300,900,35,10,4.7911911092025,-0.494120047274374
400,900,35,10,6.06541679261672,-0.493899548572023
500,900,35,10,7.30623390539577,-0.493642306128312
600,900,35,10,8.53049951170487,-0.493345358075748
700,900,35,10,9.72844885910071,-0.493008720520687
800,900,35,10,10.885743685443,-0.492638406299742
900,900,35,10,11.9959647988181,-0.492241228709708
1000,900,35,10,13.0610144022748,-0.49182249610724
10,1500,35,10,1.01349034413716,-0.494407777407665
30,1500,35,10,1.11611153943273,-0.494412969939583
50,1500,35,10,1.30017464385368,-0.494416844719426
70,1500,35,10,1.53792243031369,-0.494416866738527
90,1500,35,10,1.80672186954012,-0.494411722374605
200,1500,35,10,3.39740262586415,-0.494300829077716
300,1500,35,10,4.75602899397074,-0.494122831340427
400,1500,35,10,6.03233546291089,-0.493902039700089
500,1500,35,10,7.27519678962352,-0.493644600668856
600,1500,35,10,8.50124217740143,-0.493347563086085
700,1500,35,10,9.70083862234249,-0.493010858127685
800,1500,35,10,10.859672243126,-0.49264047676953
900,1500,35,10,11.9713549995923,-0.492243247744471
1000,1500,35,10,13.0378385616918,-0.491824427340075
10,2500,35,10,1.01260280393286,-0.494385316547639
30,2500,35,10,1.1088489920096,-0.494393378525084
50,2500,35,10,1.28308072414342,-0.494401997269997
70,2500,35,10,1.51060735958647,-0.494407141536287
90,2500,35,10,1.77044117814092,-0.494406484771128
200,2500,35,10,3.33896354082577,-0.49430541925146
300,2500,35,10,4.69699905997746,-0.494127805918254
400,2500,35,10,5.97652088009758,-0.493906491046766
500,2500,35,10,7.22279426272099,-0.493648660083666
600,2500,35,10,8.4518618649064,-0.493351424276824
700,2500,35,10,9.65422287577282,-0.493014598545823
800,2500,35,10,10.8156826446946,-0.492644082874853
900,2500,35,10,11.929867005302,-0.492246731678636
1000,2500,35,10,12.9987952910097,-0.4918277391573
10,3500,35,10,1.01181822481887,-0.494362974252277
30,3500,35,10,1.102361842705,-0.494373612726668
50,3500,35,10,1.26756039102339,-0.494386653522231
70,3500,35,10,1.48536743461719,-0.494396778060359
90,3500,35,10,1.73637007018371,-0.49440066137903
200,3500,35,10,3.28109042338877,-0.494310253469798
300,3500,35,10,4.63749327816592,-0.494133186906445
400,3500,35,10,5.91990638297693,-0.493911306102213
500,3500,35,10,7.16953170207142,-0.493653027944071
600,3500,35,10,8.40168233033861,-0.493355537320117
700,3500,35,10,9.60688514801762,-0.493018545625063
800,3500,35,10,10.7710307555668,-0.492647875400126
900,3500,35,10,11.8877837383585,-0.492250378565898
1000,3500,35,10,12.9592153528967,-0.491831195093272
10,4500,35,10,1.01112100059251,-0.494340756960329
30,4500,35,10,1.09654608782218,-0.494353706783578
50,4500,35,10,1.25344849745007,-0.494370855184251
70,4500,35,10,1.46205517730019,-0.494385786024559
90,4500,35,10,1.70442758369478,-0.494394216539995
200,4500,35,10,3.22391954341007,-0.494315265710605
300,4500,35,10,4.57760002214056,-0.494138950121377
400,4500,35,10,5.86253339113032,-0.493916478973915
500,4500,35,10,7.11544307524371,-0.493657698229112
600,4500,35,10,8.350725544361,-0.49335989767744
700,4500,35,10,9.55881191115028,-0.493022717340443
800,4500,35,10,10.725719557627,-0.492651856854634
900,4500,35,10,11.8451066293787,-0.492254190822578
1000,4500,35,10,12.9190991540149,-0.491834797422832
10,5500,35,10,1.01049838232469,-0.494318669595549
30,5500,35,10,1.09131389998971,-0.49433369723987
50,5500,35,10,1.24059604295922,-0.494354645731702
70,5500,35,10,1.44052499368403,-0.494374187838719
90,5500,35,10,1.67452019404183,-0.494387134891502
200,5500,35,10,3.16757800763637,-0.494320391123135
300,5500,35,10,4.51741936899207,-0.494145065482488
400,5500,35,10,5.80444741820716,-0.493922002277707
500,5500,35,10,7.06055039017902,-0.49366267030764
600,5500,35,10,8.29899011215391,-0.493364513723491
700,5500,35,10,9.51001957057638,-0.493027108121861
800,5500,35,10,10.6797464881521,-0.492656040356843
900,5500,35,10,11.801831024411,-0.492258184872409
1000,5500,35,10,12.8784475828348,-0.491838548382043
10,6500,35,10,1.00993987604039,-0.494296715891315
30,6500,35,10,1.08659056935679,-0.494313610866976
50,6500,35,10,1.2288697046608,-0.494338070609299
70,6500,35,10,1.42063531377088,-0.494362010203704
90,6500,35,10,1.64654469658773,-0.494379412071618
200,6500,35,10,3.11218871548006,-0.494325562914841
300,6500,35,10,4.45704706785781,-0.494151504377444
400,6500,35,10,5.74568668201747,-0.493927871953267
500,6500,35,10,7.00486535038707,-0.493667948581414
600,6500,35,10,8.24648931780185,-0.493369386659345
700,6500,35,10,9.46051596499027,-0.493031719988941
800,6500,35,10,10.6331236136799,-0.492660416924576
900,6500,35,10,11.7579733275486,-0.49226233466077
1000,6500,35,10,12.8372620186955,-0.491842450148147
10,7500,35,10,1.00943677816042,-0.494274898622321
30,7500,35,10,1.08231259322152,-0.494293473032697
50,7500,35,10,1.21815013146878,-0.494321167880341
70,7500,35,10,1.40225133541995,-0.494349284841459
90,7500,35,10,1.62039209875553,-0.494371052711928
200,7500,35,10,3.05785975379991,-0.494330718631507
300,7500,35,10,4.39658156725915,-0.494158236172103
400,7500,35,10,5.68631643698954,-0.493934072539555
500,7500,35,10,6.94844120594103,-0.49367351906075
600,7500,35,10,8.19322769829908,-0.493374523316272
700,7500,35,10,9.41030291939319,-0.493036561724036
800,7500,35,10,10.5858620156382,-0.492664978356291
900,7500,35,10,11.7135237328125,-0.492266670422648
1000,7500,35,10,12.795544350244,-0.491846504850904
10,8500,35,10,1.00898182178923,-0.494253219806898
30,8500,35,10,1.07842577561727,-0.494273305961449
50,8500,35,10,1.20833190780865,-0.494303981578427
70,8500,35,10,1.38524720948633,-0.494336052381071
90,8500,35,10,1.59595170671704,-0.49436207149129
200,8500,35,10,3.00469366746384,-0.494335795697689
300,8500,35,10,4.33611685243099,-0.494165231353236
400,8500,35,10,5.62639358324514,-0.49394059210506
500,8500,35,10,6.89130642395473,-0.493679378943258
600,8500,35,10,8.13922329258984,-0.493379923612239
700,8500,35,10,9.35940559702706,-0.493041620641663
800,8500,35,10,10.537956744271,-0.492669747408583
900,8500,35,10,11.6684930459187,-0.49227118012325
